Stacja1;Stacja2;Dystans
Klodzko Glowne;Stronie;338,44
Klodzko Glowne;Bincze;200,49
Klodzko Glowne;Kluczbork;356,58
Klodzko Glowne;Kolumna;301,95
Klodzko Glowne;Czempin;298,2
Klodzko Glowne;Strzelce Krajenskie Wschod;146,58
Klodzko Glowne;Katowice;383,8
Klodzko Glowne;Nowe Drezdenko;198,29
Klodzko Glowne;Rokietnica;375,24
Klodzko Glowne;Terespol;145,74
Klodzko Glowne;Gniewkowo;212,05
Klodzko Glowne;Olawa;130,2
Klodzko Glowne;Zgierz;324,74
Klodzko Glowne;Bukowo;53,39
Klodzko Glowne;Ozarow Mazowiecki Ozarow;346,48
Klodzko Glowne;Suwalki;293,91
Klodzko Glowne;Zagan;59,69
Klodzko Glowne;Zywiec;117,21
Klodzko Glowne;Slonice;491,05
Klodzko Glowne;Rytel;421,95
Klodzko Glowne;Gizycko;198,19
Klodzko Glowne;Stalowa Wola Rozwadow;10,33
Klodzko Glowne;Warszawa WKD;497,06
Klodzko Glowne;Bialystok Bacieczki;431,36
Klodzko Glowne;Chodziez;119,73
Klodzko Glowne;Wloszczowa;494,2
Klodzko Glowne;Torun Miasto;232,11
Klodzko Glowne;Otwock;145,92
Klodzko Glowne;Greboszow;393,17
Klodzko Glowne;Gdansk Oliwa;415,2
Klodzko Glowne;Luban Slaski;62,59
Klodzko Glowne;Rybnik Niedobczyce;447,71
Klodzko Glowne;Smardzow Wroclawski;390,42
Klodzko Glowne;Swidnik Miasto;91,92
Klodzko Glowne;Tarnowskie Gory;284,05
Klodzko Glowne;Elk;152,1
Klodzko Glowne;Koszalin;269,14
Klodzko Glowne;Warszawa Ursus;143,56
Klodzko Glowne;Sopot;348,9
Klodzko Glowne;Nieszawa Waganiec;151,21
Klodzko Glowne;Kanie;240,13
Klodzko Glowne;Kalisz Kaszubski;108,19
Klodzko Glowne;Garwolin;361,94
Klodzko Glowne;Paledzie;184,98
Klodzko Glowne;Zubrzyk;483,55
Klodzko Glowne;Szczytna;59,94
Klodzko Glowne;Slawiecice;415,69
Klodzko Glowne;Poraj;134,66
Jasien Brzeski;Chrzesne;284,22
Jasien Brzeski;Stryszow;321,29
Jasien Brzeski;Lipowa Tucholska;229,36
Jasien Brzeski;Rzeszow Glowny;159,29
Jasien Brzeski;Zblewo;204,46
Jasien Brzeski;Gorzow Wielkopolski;423,19
Jasien Brzeski;Zlotniki Kujawskie;127,43
Jasien Brzeski;Lubliniec;308,83
Jasien Brzeski;Biskupice Wielkopolskie;243,87
Jasien Brzeski;Poznan Garbary;227,18
Jasien Brzeski;Kolodziejewo;397,87
Jasien Brzeski;Racibory Nowe;82,14
Jasien Brzeski;Bialystok;471,41
Jasien Brzeski;Lukow;274,63
Jasien Brzeski;Warszawa Gdanska;257,02
Jasien Brzeski;Miechow;334,79
Jasien Brzeski;Kostrzyn Kostrzyn;102,99
Jasien Brzeski;Krakow Plaszow;382,1
Jasien Brzeski;Kowalewo Pomorskie;244,99
Jasien Brzeski;Suchedniow;432,19
Jasien Brzeski;Mrozy;256,48
Jasien Brzeski;Zlocieniec;402,94
Jasien Brzeski;Michalin;485,64
Jasien Brzeski;Olsztyn Zachodni;219,04
Jasien Brzeski;Pruszkow;61,64
Jasien Brzeski;Lodz Chojny;66,16
Jasien Brzeski;Bednary;481,2
Jasien Brzeski;Puck;358,46
Jasien Brzeski;Opole Glowne;317,89
Jasien Brzeski;Kielce;399,49
Jasien Brzeski;Kornelin;138,62
Jasien Brzeski;Panki;492,55
Jasien Brzeski;Wabrzezno;91,39
Jasien Brzeski;Zbaszynek;374,67
Jasien Brzeski;Leszno;166,88
Jasien Brzeski;Bielsk Podlaski;371,63
Jasien Brzeski;Sucha Beskidzka;215,25
Jasien Brzeski;Baborowko;231,23
Jasien Brzeski;Smolec;104,3
Jasien Brzeski;Wloclawek;118,14
Jasien Brzeski;Sierakow Slaski;333,68
Jasien Brzeski;Poznan Wola;77,21
Jasien Brzeski;Kotlin;466,44
Jasien Brzeski;Pobiedziska;430,57
Jasien Brzeski;Zbaszyn;339,43
Jasien Brzeski;Wydminy;142,35
Jasien Brzeski;Balinka;139,76
Jasien Brzeski;Sochaczew;304,98
Jasien Brzeski;Zajezierze Kolo;365,72
Jasien Brzeski;Tluszcz;415,08
Jasien Brzeski;Rybnik;30,66
Jasien Brzeski;Jastrzebna;97,52
Jasien Brzeski;Siedlce;340,17
Jasien Brzeski;Ilowiec;493,17
Jasien Brzeski;Lobez;420,44
Jasien Brzeski;Bialy Bor;396,02
Jasien Brzeski;Mokra Mokra;459,67
Jasien Brzeski;Silno;259,5
Jasien Brzeski;Bytom Odrzanski;135,61
Jasien Brzeski;Szydlow;206,28
Jasien Brzeski;Blonie;462,74
Jasien Brzeski;Jezewo;383,9
Jasien Brzeski;Wierzchucin;62,24
Jasien Brzeski;Wilkoszewice;397,38
Jasien Brzeski;Swarzedz;248,94
Jasien Brzeski;Lowczowek Plesna;172,16
Jasien Brzeski;Bielsko-Biala Glowna;132,23
Jasien Brzeski;Trzcianka;104,07
Jasien Brzeski;Kuznica Bialostocka;310,33
Jasien Brzeski;Slawno;191,65
Jasien Brzeski;Gliwice;46,76
Jasien Brzeski;Jedrzejow;440,14
Jasien Brzeski;Grzmiaca;369,25
Jasien Brzeski;Strzalkowo;159,88
Jasien Brzeski;Miedzylesie;26,71
Jasien Brzeski;Piastow;446,66
Jasien Brzeski;Czerwiensk;320,39
Jasien Brzeski;Miedzyzdroje;287,99
Jasien Brzeski;Wrzesnia;349,38
Jasien Brzeski;Lipka Krajenska;379,02
Jasien Brzeski;Knyszyn;458,83
Jasien Brzeski;Sroda Wielkopolska;98,35
Jasien Brzeski;Jelenia Gora;14,06
Jasien Brzeski;Krzeszowice;341,42
Jasien Brzeski;Dabrowa Gornicza;364,26
Jasien Brzeski;Milik;495,85
Jasien Brzeski;Strykow;182,46
Jasien Brzeski;Jarocin;202,18
Jasien Brzeski;Olesno Slaskie;419,4
Jasien Brzeski;Zegiestow Zdroj;384,27
Jasien Brzeski;Kamien Pomorski;34,65
Jasien Brzeski;Dobieszyn;330,89
Jasien Brzeski;Bardo Slaskie;221,42
Jasien Brzeski;Bialogard;282,74
Jasien Brzeski;Budachow;298,84
Jasien Brzeski;Bialosliwie;171,64
Jasien Brzeski;Dobiegniew;158,7
Jasien Brzeski;Maksymilianowo;406,67
Jasien Brzeski;Biala Podlaska;64,96
Jasien Brzeski;Siemiatycze;222,38
Jasien Brzeski;Naleczow;479,59
Jasien Brzeski;Zebrzydowice;187,44
Jasien Brzeski;Sztum;354,05
Jasien Brzeski;Przeworsk;291,08
Jasien Brzeski;Kutno;240,68
Jasien Brzeski;Kolo;149,08
Jasien Brzeski;Warszawa Wlochy;180,65
Jasien Brzeski;Babimost;115,19
Jasien Brzeski;Warszawa Stadion;401,74
Jasien Brzeski;Sieradz;88,05
Jasien Brzeski;Nowy Sacz;402,9
Jasien Brzeski;Elblag;172,13
Jasien Brzeski;Wrzosow;275,54
Jasien Brzeski;Korsze;106,1
Jasien Brzeski;Jaroslaw;327,55
Jasien Brzeski;Siechnice;24,36
Jasien Brzeski;Warszawa Powisle;136,24
Jasien Brzeski;Podborsko;271,37
Jasien Brzeski;Warszawa Miedzylesie;27,6
Jasien Brzeski;Pelplin;482,3
Jasien Brzeski;Mlodow;236,99
Jasien Brzeski;Krasiejow;448,51
Jasien Brzeski;Kowalow;350,1
Jasien Brzeski;Sosnowiec Glowny;156,36
Jasien Brzeski;Rytro;323,72
Jasien Brzeski;Lugi Gorzyckie;212,43
Jasien Brzeski;Gadkow Wielki;331,54
Jasien Brzeski;Anieliny;407,15
Jasien Brzeski;Laskarzew Przystanek;131,71
Jasien Brzeski;Minsk Mazowiecki;100,97
Jasien Brzeski;Pilawa;350,55
Jasien Brzeski;Lipno Nowe;94,44
Jasien Brzeski;Potegowo;260,63
Jasien Brzeski;Pierzyska;55,45
Jasien Brzeski;Mogilno;237,82
Jasien Brzeski;Stare Bojanowo;143,82
Jasien Brzeski;Gniezno;340,44
Jasien Brzeski;Krakow Swoszowice;483,18
Jasien Brzeski;Pleszew;242,4
Jasien Brzeski;Kielpino Kartuskie;181,14
Jasien Brzeski;Barcice;411,18
Jasien Brzeski;Zabkowice Slaskie;285,3
Jasien Brzeski;Kolobrzeg;442,0
Jasien Brzeski;Przywory Opolskie;477,19
Jasien Brzeski;Wierchomla Wielka;396,41
Jasien Brzeski;Gdansk Wrzeszcz;455,33
Jasien Brzeski;Skierniewice;334,39
Jasien Brzeski;Steszew;307,52
Jasien Brzeski;Czarna Tarnowska;440,08
Jasien Brzeski;Przetycz Stare;358,42
Jasien Brzeski;Debe Wielkie;167,68
Jasien Brzeski;Grupa;325,87
Jasien Brzeski;Wieliczka Park;21,13
Jasien Brzeski;Jawor;469,44
Jasien Brzeski;Katowice Ligota;179,65
Jasien Brzeski;Lomnica-Zdroj;62,24
Jasien Brzeski;Jozefow;303,4
Jasien Brzeski;Kobylnica;278,2
Jasien Brzeski;Piwniczna;147,21
Jasien Brzeski;Gryfice;224,52
Jasien Brzeski;Slupsk;470,76
Jasien Brzeski;Oswiecim;232,26
Jasien Brzeski;Gdansk Glowny;474,8
Jasien Brzeski;Oborniki Slaskie;419,79
Jasien Brzeski;Budzyn;60,67
Jasien Brzeski;Rybnik Paruszowiec;215,34
Jasien Brzeski;Wroclaw Lesnica;101,42
Jasien Brzeski;Wroclaw Brochow;414,61
Jasien Brzeski;Gluszyca;112,16
Jasien Brzeski;Torun Wschodni;105,51
Jasien Brzeski;Stare Pole;128,05
Jasien Brzeski;Jastarnia;191,97
Jasien Brzeski;Warszawa Wilenska;427,11
Jasien Brzeski;Miedzyborow;255,58
Jasien Brzeski;Pabianice;382,78
Jasien Brzeski;Zarow;74,32
Jasien Brzeski;Leba;186,01
Jasien Brzeski;Pobiedziska Letnisko;134,07
Jasien Brzeski;Biadoliny;347,94
Jasien Brzeski;Andrychow;23,04
Jasien Brzeski;Rosochatka;446,27
Jasien Brzeski;Rumia;158,59
Jasien Brzeski;Rawicz;490,7
Jasien Brzeski;Zielona Gora Glowna;95,11
Jasien Brzeski;Czerwonka;484,36
Jasien Brzeski;Chorzow Batory;202,43
Jasien Brzeski;Puszczykowko;164,78
Jasien Brzeski;Strzebielino Morskie;264,37
Jasien Brzeski;Warka;58,03
Jasien Brzeski;Malowice Wolowskie;494,06
Jasien Brzeski;Pruszcz Gdanski;69,82
Jasien Brzeski;Chocicza;170,05
Jasien Brzeski;Czarna Bialostocka;351,25
Jasien Brzeski;Podlasek;87,8
Jasien Brzeski;Baby;259,51
Jasien Brzeski;Radziwillow Mazowiecki;420,27
Jasien Brzeski;Krasnik;444,98
Jasien Brzeski;Lutol Suchy;47,01
Jasien Brzeski;Zabki;150,15
Jasien Brzeski;Radomsko;322,34
Jasien Brzeski;Wroclaw Zachodni;375,94
Jasien Brzeski;Jastrzab;295,2
Jasien Brzeski;Glogowek;317,82
Jasien Brzeski;Miasteczko Krajenskie;66,07
Jasien Brzeski;Scinawa;87,68
Jasien Brzeski;Osie;456,54
Jasien Brzeski;Dobczyn;442,31
Jasien Brzeski;Pepowo;354,93
Jasien Brzeski;Pomiechowek;492,61
Jasien Brzeski;Twarda Gora;288,84
Jasien Brzeski;Gdynia Chylonia;19,81
Jasien Brzeski;Strzelce Opolskie;311,13
Jasien Brzeski;Oborzyska Stare;210,51
Jasien Brzeski;Gronowo Elblaskie;7,46
Jasien Brzeski;Celestynow;43,53
Jasien Brzeski;Kedzierzyn-Kozle;276,71
Jasien Brzeski;Bierzwnik;225,65
Jasien Brzeski;Luzino;491,5
Jasien Brzeski;Opole Groszowice;321,86
Jasien Brzeski;Gdynia Glowna;476,96
Jasien Brzeski;Starczow;269,56
Jasien Brzeski;Glowno;316,47
Jasien Brzeski;Belchow;60,91
Jasien Brzeski;Kostrzyn Wielkopolski;99,04
Jasien Brzeski;Dziewule;184,02
Jasien Brzeski;Wroclaw Osobowice;319,62
Jasien Brzeski;Godetowo;204,75
Jasien Brzeski;Sedziszow Malopolski;31,55
Jasien Brzeski;Radom Glowny;295,84
Jasien Brzeski;Ostrzeszow;436,12
Jasien Brzeski;Swiebodzice;232,08
Jasien Brzeski;Swinoujscie;317,19
Jasien Brzeski;Wierzchowo Czluchowskie;481,26
Jasien Brzeski;Deblin;436,48
Jasien Brzeski;Nowa Wies Wielka;123,44
Jasien Brzeski;Ruda Slaska;201,69
Jasien Brzeski;Skorzewo;226,41
Jasien Brzeski;Gorzanow;457,05
Jasien Brzeski;Stara Lubianka;229,92
Jasien Brzeski;Grabow Pilica;465,81
Jasien Brzeski;Lezajsk;360,48
Jasien Brzeski;Lodz Widzew;101,82
Jasien Brzeski;Swieta Katarzyna;197,05
Jasien Brzeski;Cekcyn;358,76
Jasien Brzeski;Zyrardow;119,2
Jasien Brzeski;Smetowo Smetowo;267,34
Jasien Brzeski;Okonek;279,56
Jasien Brzeski;Olesnica;395,35
Jasien Brzeski;Domaszkow;292,08
Jasien Brzeski;Morzeszczyn;283,54
Jasien Brzeski;Dziembowko;241,14
Jasien Brzeski;Czestochowa Stradom;193,59
Jasien Brzeski;Chojnow;200,02
Jasien Brzeski;Sulkowice;206,8
Jasien Brzeski;Wroclaw Psie;271,9
Jasien Brzeski;Rogow;164,6
Jasien Brzeski;Boleszkowice;369,59
Jasien Brzeski;Paslek;84,18
Jasien Brzeski;Runowo Pomorskie;484,21
Jasien Brzeski;Ruda Wielka;21,16
Jasien Brzeski;Pulawy Miasto;258,81
Jasien Brzeski;Plociczno Suwalk;100,96
Jasien Brzeski;Sedzislaw;231,73
Jasien Brzeski;Prabuty;378,58
Jasien Brzeski;Czaplinek;404,05
Jasien Brzeski;Kundzin;210,24
Jasien Brzeski;Tarnow;170,94
Jasien Brzeski;Zielonczyn;300,62
Jasien Brzeski;Stronie;387,15
Jasien Brzeski;Bincze;383,92
Jasien Brzeski;Kluczbork;170,35
Jasien Brzeski;Kolumna;407,95
Jasien Brzeski;Czempin;471,76
Jasien Brzeski;Strzelce Krajenskie Wschod;251,34
Jasien Brzeski;Katowice;104,37
Jasien Brzeski;Nowe Drezdenko;485,63
Jasien Brzeski;Rokietnica;117,4
Jasien Brzeski;Terespol;52,38
Jasien Brzeski;Gniewkowo;127,99
Jasien Brzeski;Olawa;77,29
Jasien Brzeski;Zgierz;68,71
Jasien Brzeski;Bukowo;31,56
Jasien Brzeski;Ozarow Mazowiecki Ozarow;447,36
Jasien Brzeski;Suwalki;220,41
Jasien Brzeski;Zagan;211,93
Jasien Brzeski;Zywiec;494,7
Jasien Brzeski;Slonice;416,26
Jasien Brzeski;Rytel;57,96
Jasien Brzeski;Gizycko;405,37
Jasien Brzeski;Stalowa Wola Rozwadow;138,44
Jasien Brzeski;Warszawa WKD;382,99
Jasien Brzeski;Bialystok Bacieczki;38,88
Jasien Brzeski;Chodziez;332,89
Jasien Brzeski;Wloszczowa;187,66
Jasien Brzeski;Torun Miasto;136,41
Jasien Brzeski;Otwock;140,37
Jasien Brzeski;Greboszow;406,08
Jasien Brzeski;Gdansk Oliwa;206,91
Jasien Brzeski;Luban Slaski;260,26
Jasien Brzeski;Rybnik Niedobczyce;257,24
Jasien Brzeski;Smardzow Wroclawski;246,44
Jasien Brzeski;Swidnik Miasto;371,55
Jasien Brzeski;Tarnowskie Gory;226,75
Jasien Brzeski;Elk;450,97
Jasien Brzeski;Koszalin;85,56
Jasien Brzeski;Warszawa Ursus;193,99
Jasien Brzeski;Sopot;359,98
Jasien Brzeski;Nieszawa Waganiec;309,24
Jasien Brzeski;Kanie;111,82
Jasien Brzeski;Kalisz Kaszubski;444,96
Jasien Brzeski;Garwolin;100,72
Jasien Brzeski;Paledzie;347,93
Jasien Brzeski;Zubrzyk;364,95
Jasien Brzeski;Szczytna;461,51
Jasien Brzeski;Slawiecice;224,12
Jasien Brzeski;Poraj;137,33
Chrzesne;Stryszow;285,44
Chrzesne;Lipowa Tucholska;213,79
Chrzesne;Rzeszow Glowny;368,66
Chrzesne;Zblewo;349,82
Chrzesne;Gorzow Wielkopolski;307,59
Chrzesne;Zlotniki Kujawskie;209,84
Chrzesne;Lubliniec;94,57
Chrzesne;Biskupice Wielkopolskie;205,31
Chrzesne;Poznan Garbary;23,9
Chrzesne;Kolodziejewo;194,22
Chrzesne;Racibory Nowe;415,89
Chrzesne;Bialystok;373,57
Chrzesne;Lukow;83,63
Chrzesne;Warszawa Gdanska;262,99
Chrzesne;Miechow;91,85
Chrzesne;Kostrzyn Kostrzyn;342,04
Chrzesne;Krakow Plaszow;75,99
Chrzesne;Kowalewo Pomorskie;256,51
Chrzesne;Suchedniow;322,45
Chrzesne;Mrozy;484,26
Chrzesne;Zlocieniec;102,8
Chrzesne;Michalin;441,09
Chrzesne;Olsztyn Zachodni;285,4
Chrzesne;Pruszkow;270,76
Chrzesne;Lodz Chojny;121,95
Chrzesne;Bednary;483,79
Chrzesne;Puck;374,42
Chrzesne;Opole Glowne;193,57
Chrzesne;Kielce;398,01
Chrzesne;Kornelin;418,45
Chrzesne;Panki;286,93
Chrzesne;Wabrzezno;460,03
Chrzesne;Zbaszynek;313,89
Chrzesne;Leszno;246,62
Chrzesne;Bielsk Podlaski;20,72
Chrzesne;Sucha Beskidzka;336,64
Chrzesne;Baborowko;46,16
Chrzesne;Smolec;193,21
Chrzesne;Wloclawek;272,2
Chrzesne;Sierakow Slaski;293,49
Chrzesne;Poznan Wola;166,19
Chrzesne;Kotlin;75,56
Chrzesne;Pobiedziska;318,18
Chrzesne;Zbaszyn;144,66
Chrzesne;Wydminy;111,23
Chrzesne;Balinka;432,76
Chrzesne;Sochaczew;178,9
Chrzesne;Zajezierze Kolo;463,96
Chrzesne;Tluszcz;80,44
Chrzesne;Rybnik;475,04
Chrzesne;Jastrzebna;254,58
Chrzesne;Siedlce;168,0
Chrzesne;Ilowiec;245,55
Chrzesne;Lobez;328,11
Chrzesne;Bialy Bor;381,81
Chrzesne;Mokra Mokra;265,13
Chrzesne;Silno;37,3
Chrzesne;Bytom Odrzanski;37,75
Chrzesne;Szydlow;303,16
Chrzesne;Blonie;255,73
Chrzesne;Jezewo;455,21
Chrzesne;Wierzchucin;402,94
Chrzesne;Wilkoszewice;101,71
Chrzesne;Swarzedz;239,15
Chrzesne;Lowczowek Plesna;282,83
Chrzesne;Bielsko-Biala Glowna;490,01
Chrzesne;Trzcianka;218,63
Chrzesne;Kuznica Bialostocka;301,88
Chrzesne;Slawno;261,9
Chrzesne;Gliwice;413,57
Chrzesne;Jedrzejow;358,08
Chrzesne;Grzmiaca;419,78
Chrzesne;Strzalkowo;197,06
Chrzesne;Miedzylesie;7,43
Chrzesne;Piastow;246,28
Chrzesne;Czerwiensk;117,82
Chrzesne;Miedzyzdroje;272,47
Chrzesne;Wrzesnia;374,77
Chrzesne;Lipka Krajenska;83,24
Chrzesne;Knyszyn;373,33
Chrzesne;Sroda Wielkopolska;415,75
Chrzesne;Jelenia Gora;13,75
Chrzesne;Krzeszowice;57,38
Chrzesne;Dabrowa Gornicza;249,39
Chrzesne;Milik;209,98
Chrzesne;Strykow;441,45
Chrzesne;Jarocin;134,95
Chrzesne;Olesno Slaskie;135,91
Chrzesne;Zegiestow Zdroj;408,3
Chrzesne;Kamien Pomorski;498,34
Chrzesne;Dobieszyn;255,52
Chrzesne;Bardo Slaskie;243,22
Chrzesne;Bialogard;441,8
Chrzesne;Budachow;225,54
Chrzesne;Bialosliwie;308,52
Chrzesne;Dobiegniew;358,42
Chrzesne;Maksymilianowo;288,39
Chrzesne;Biala Podlaska;199,56
Chrzesne;Siemiatycze;182,77
Chrzesne;Naleczow;287,74
Chrzesne;Zebrzydowice;119,01
Chrzesne;Sztum;171,94
Chrzesne;Przeworsk;406,81
Chrzesne;Kutno;70,42
Chrzesne;Kolo;83,06
Chrzesne;Warszawa Wlochy;420,85
Chrzesne;Babimost;226,68
Chrzesne;Warszawa Stadion;323,76
Chrzesne;Sieradz;201,41
Chrzesne;Nowy Sacz;133,16
Chrzesne;Elblag;285,49
Chrzesne;Wrzosow;249,25
Chrzesne;Korsze;74,53
Chrzesne;Jaroslaw;150,94
Chrzesne;Siechnice;208,12
Chrzesne;Warszawa Powisle;472,94
Chrzesne;Podborsko;213,19
Chrzesne;Warszawa Miedzylesie;375,55
Chrzesne;Pelplin;211,42
Chrzesne;Mlodow;267,18
Chrzesne;Krasiejow;289,5
Chrzesne;Kowalow;12,65
Chrzesne;Sosnowiec Glowny;126,87
Chrzesne;Rytro;314,04
Chrzesne;Lugi Gorzyckie;253,55
Chrzesne;Gadkow Wielki;28,16
Chrzesne;Anieliny;243,82
Chrzesne;Laskarzew Przystanek;411,39
Chrzesne;Minsk Mazowiecki;411,27
Chrzesne;Pilawa;264,19
Chrzesne;Lipno Nowe;20,01
Chrzesne;Potegowo;213,23
Chrzesne;Pierzyska;123,94
Chrzesne;Mogilno;470,67
Chrzesne;Stare Bojanowo;134,47
Chrzesne;Gniezno;197,21
Chrzesne;Krakow Swoszowice;350,0
Chrzesne;Pleszew;78,0
Chrzesne;Kielpino Kartuskie;466,27
Chrzesne;Barcice;84,84
Chrzesne;Zabkowice Slaskie;20,15
Chrzesne;Kolobrzeg;296,04
Chrzesne;Przywory Opolskie;462,93
Chrzesne;Wierchomla Wielka;311,48
Chrzesne;Gdansk Wrzeszcz;228,11
Chrzesne;Skierniewice;249,39
Chrzesne;Steszew;25,39
Chrzesne;Czarna Tarnowska;68,12
Chrzesne;Przetycz Stare;70,2
Chrzesne;Debe Wielkie;94,8
Chrzesne;Grupa;18,34
Chrzesne;Wieliczka Park;154,47
Chrzesne;Jawor;300,85
Chrzesne;Katowice Ligota;142,21
Chrzesne;Lomnica-Zdroj;150,19
Chrzesne;Jozefow;5,42
Chrzesne;Kobylnica;141,63
Chrzesne;Piwniczna;416,62
Chrzesne;Gryfice;193,8
Chrzesne;Slupsk;90,33
Chrzesne;Oswiecim;272,32
Chrzesne;Gdansk Glowny;480,55
Chrzesne;Oborniki Slaskie;435,49
Chrzesne;Budzyn;357,02
Chrzesne;Rybnik Paruszowiec;440,27
Chrzesne;Wroclaw Lesnica;214,72
Chrzesne;Wroclaw Brochow;244,01
Chrzesne;Gluszyca;185,06
Chrzesne;Torun Wschodni;162,45
Chrzesne;Stare Pole;469,57
Chrzesne;Jastarnia;476,27
Chrzesne;Warszawa Wilenska;264,5
Chrzesne;Miedzyborow;56,14
Chrzesne;Pabianice;102,35
Chrzesne;Zarow;260,27
Chrzesne;Leba;184,05
Chrzesne;Pobiedziska Letnisko;369,55
Chrzesne;Biadoliny;445,72
Chrzesne;Andrychow;273,72
Chrzesne;Rosochatka;210,64
Chrzesne;Rumia;225,82
Chrzesne;Rawicz;95,2
Chrzesne;Zielona Gora Glowna;114,37
Chrzesne;Czerwonka;18,18
Chrzesne;Chorzow Batory;221,6
Chrzesne;Puszczykowko;79,97
Chrzesne;Strzebielino Morskie;283,48
Chrzesne;Warka;281,71
Chrzesne;Malowice Wolowskie;195,02
Chrzesne;Pruszcz Gdanski;412,29
Chrzesne;Chocicza;168,13
Chrzesne;Czarna Bialostocka;105,27
Chrzesne;Podlasek;121,91
Chrzesne;Baby;396,11
Chrzesne;Radziwillow Mazowiecki;349,16
Chrzesne;Krasnik;459,34
Chrzesne;Lutol Suchy;73,5
Chrzesne;Zabki;483,15
Chrzesne;Radomsko;478,35
Chrzesne;Wroclaw Zachodni;10,7
Chrzesne;Jastrzab;410,73
Chrzesne;Glogowek;311,04
Chrzesne;Miasteczko Krajenskie;67,93
Chrzesne;Scinawa;301,36
Chrzesne;Osie;134,01
Chrzesne;Dobczyn;168,99
Chrzesne;Pepowo;109,54
Chrzesne;Pomiechowek;169,56
Chrzesne;Twarda Gora;126,02
Chrzesne;Gdynia Chylonia;282,22
Chrzesne;Strzelce Opolskie;388,61
Chrzesne;Oborzyska Stare;98,92
Chrzesne;Gronowo Elblaskie;242,25
Chrzesne;Celestynow;237,4
Chrzesne;Kedzierzyn-Kozle;398,83
Chrzesne;Bierzwnik;58,78
Chrzesne;Luzino;380,95
Chrzesne;Opole Groszowice;320,88
Chrzesne;Gdynia Glowna;435,1
Chrzesne;Starczow;51,46
Chrzesne;Glowno;403,48
Chrzesne;Belchow;87,83
Chrzesne;Kostrzyn Wielkopolski;215,62
Chrzesne;Dziewule;56,48
Chrzesne;Wroclaw Osobowice;171,36
Chrzesne;Godetowo;43,82
Chrzesne;Sedziszow Malopolski;59,86
Chrzesne;Radom Glowny;285,53
Chrzesne;Ostrzeszow;265,02
Chrzesne;Swiebodzice;219,79
Chrzesne;Swinoujscie;383,29
Chrzesne;Wierzchowo Czluchowskie;492,35
Chrzesne;Deblin;380,12
Chrzesne;Nowa Wies Wielka;340,8
Chrzesne;Ruda Slaska;87,99
Chrzesne;Skorzewo;229,33
Chrzesne;Gorzanow;262,97
Chrzesne;Stara Lubianka;25,26
Chrzesne;Grabow Pilica;464,59
Chrzesne;Lezajsk;136,16
Chrzesne;Lodz Widzew;147,57
Chrzesne;Swieta Katarzyna;378,82
Chrzesne;Cekcyn;264,36
Chrzesne;Zyrardow;9,83
Chrzesne;Smetowo Smetowo;464,02
Chrzesne;Okonek;147,85
Chrzesne;Olesnica;104,21
Chrzesne;Domaszkow;307,33
Chrzesne;Morzeszczyn;140,43
Chrzesne;Dziembowko;243,23
Chrzesne;Czestochowa Stradom;215,25
Chrzesne;Chojnow;464,33
Chrzesne;Sulkowice;120,52
Chrzesne;Wroclaw Psie;22,54
Chrzesne;Rogow;211,39
Chrzesne;Boleszkowice;117,83
Chrzesne;Paslek;231,23
Chrzesne;Runowo Pomorskie;325,88
Chrzesne;Ruda Wielka;116,15
Chrzesne;Pulawy Miasto;79,38
Chrzesne;Plociczno Suwalk;470,49
Chrzesne;Sedzislaw;368,9
Chrzesne;Prabuty;307,24
Chrzesne;Czaplinek;432,21
Chrzesne;Kundzin;289,45
Chrzesne;Tarnow;450,46
Chrzesne;Zielonczyn;99,32
Chrzesne;Stronie;465,58
Chrzesne;Bincze;75,05
Chrzesne;Kluczbork;214,71
Chrzesne;Kolumna;329,6
Chrzesne;Czempin;224,82
Chrzesne;Strzelce Krajenskie Wschod;312,37
Chrzesne;Katowice;434,96
Chrzesne;Nowe Drezdenko;103,44
Chrzesne;Rokietnica;387,66
Chrzesne;Terespol;344,1
Chrzesne;Gniewkowo;451,21
Chrzesne;Olawa;450,09
Chrzesne;Zgierz;52,03
Chrzesne;Bukowo;234,55
Chrzesne;Ozarow Mazowiecki Ozarow;183,99
Chrzesne;Suwalki;59,99
Chrzesne;Zagan;380,48
Chrzesne;Zywiec;69,48
Chrzesne;Slonice;240,69
Chrzesne;Rytel;44,42
Chrzesne;Gizycko;110,0
Chrzesne;Stalowa Wola Rozwadow;185,86
Chrzesne;Warszawa WKD;134,63
Chrzesne;Bialystok Bacieczki;107,63
Chrzesne;Chodziez;175,83
Chrzesne;Wloszczowa;408,63
Chrzesne;Torun Miasto;215,75
Chrzesne;Otwock;22,89
Chrzesne;Greboszow;393,76
Chrzesne;Gdansk Oliwa;258,11
Chrzesne;Luban Slaski;246,91
Chrzesne;Rybnik Niedobczyce;356,07
Chrzesne;Smardzow Wroclawski;190,08
Chrzesne;Swidnik Miasto;223,66
Chrzesne;Tarnowskie Gory;449,01
Chrzesne;Elk;215,69
Chrzesne;Koszalin;407,61
Chrzesne;Warszawa Ursus;423,1
Chrzesne;Sopot;37,47
Chrzesne;Nieszawa Waganiec;410,41
Chrzesne;Kanie;401,31
Chrzesne;Kalisz Kaszubski;302,85
Chrzesne;Garwolin;406,58
Chrzesne;Paledzie;338,33
Chrzesne;Zubrzyk;180,15
